id_employee,name,surname,cpf,status,role,initial_date,end_date,store_id
242,Isadora,Garcia,894.217.530-97,ativo,vendedor,27/11/2002,,SP Capital Leste/Oeste_89
222,Pedro,Nunes,463.159.072-61,ativo,gerente,13/08/2014,,SP Capital Leste/Oeste_89
576,Otto,Moreira,672.140.859-76,ativo,vendedor,21/08/2009,,SP Capital Leste/Oeste_89
69,Lunna,Souza,381.956.420-98,ativo,vendedor,28/08/2021,,SP Capital Leste/Oeste_91
778,Ana Vitória,Cirino,691.708.532-40,ativo,gerente,16/09/2007,,SP Capital Leste/Oeste_91
939,Luiz Henrique,da Costa,768.431.592-73,ativo,vendedor,02/03/2015,,SP Capital Leste/Oeste_91
53,Maria Liz,Albuquerque,638.249.051-24,ativo,vendedor,27/09/2014,,SP Capital Leste/Oeste_91
928,Arthur Gabriel,da Cruz,345.791.268-82,ativo,vendedor,02/06/2010,,SP Capital Leste/Oeste_93
781,Rebeca,Nunes,634.789.520-00,ativo,gerente,15/03/2008,,SP Capital Leste/Oeste_93
613,Asafe,Farias,731.564.982-46,ativo,vendedor,22/07/2014,,SP Capital Leste/Oeste_93
830,Kaique,Correia,657.032.498-56,ativo,vendedor,17/07/2014,,SP Capital Leste/Oeste_93
377,Lorenzo,Sampaio,597.683.420-56,não ativo,vendedor,21/12/2016,04/10/2018,SP Capital Leste/Oeste_93
396,Clarice,Barbosa,250.683.149-51,ativo,gerente,13/10/2011,,SP Capital Leste/Oeste_97
348,Pedro Miguel,Brito,467.521.903-99,ativo,vendedor,02/06/2018,,SP Capital Leste/Oeste_97
916,Liam,da Cunha,638.425.709-29,ativo,vendedor,03/05/2000,,SP Capital Leste/Oeste_97
499,Brayan,da Costa,742.906.183-40,ativo,vendedor,08/04/2008,,SP Capital Leste/Oeste_97
721,Mirella,Sales,942.017.685-11,não ativo,vendedor,07/02/2008,28/01/2013,SP Capital Leste/Oeste_97
291,Sarah,Dias,417.805.629-85,ativo,vendedor,17/03/2009,,SP Capital Sul_10
593,Apollo,Câmara,386.940.157-57,ativo,vendedor,28/05/2023,,SP Capital Sul_10
602,Anthony Gabriel,Ribeiro,839.756.204-47,ativo,gerente,20/11/2021,,SP Capital Sul_10
42,Oliver,Lima,689.317.052-12,ativo,vendedor,03/10/2023,,SP Capital Sul_10
759,Ana Beatriz,Camargo,765.384.102-35,ativo,gerente,22/12/2003,,SP Capital Sul_100
773,Luna,Melo,904.153.276-52,ativo,vendedor,15/03/2015,,SP Capital Sul_100
402,Maysa,da Mota,971.458.630-57,não ativo,vendedor,30/03/2006,14/01/2020,SP Capital Sul_100
734,Enrico,Rocha,476.239.805-56,ativo,vendedor,29/01/2020,,SP Capital Sul_100
537,Rhavi,da Paz,407.189.256-02,ativo,vendedor,13/11/2019,,SP Capital Sul_100
432,Pedro,Silveira,819.436.072-22,ativo,gerente,07/05/2011,,SP Capital Sul_16
858,Daniela,da Rosa,967.023.514-61,não ativo,vendedor,28/03/2016,27/12/2022,SP Capital Sul_16
606,Ravi,da Mata,163.498.572-91,ativo,vendedor,31/08/2012,,SP Capital Sul_16
899,Lucas Gabriel,Cavalcanti,518.903.472-05,não ativo,vendedor,04/06/2000,08/01/2004,SP Capital Sul_16
437,Bruno,Moraes,964.185.307-48,ativo,vendedor,11/05/2023,,SP Capital Sul_16
605,José,Peixoto,321.465.890-51,ativo,vendedor,08/12/2008,,SP Capital Sul_16
480,João Gabriel,Borges,261.598.037-86,ativo,vendedor,23/02/2020,,SP Capital Sul_17
715,Carlos Eduardo,Caldeira,987.361.205-02,ativo,vendedor,08/01/2023,,SP Capital Sul_17
160,Maria Helena,Brito,869.175.432-09,ativo,vendedor,21/03/2005,,SP Capital Sul_17
847,Kaique,da Conceição,835.041.627-08,ativo,gerente,13/06/2007,,SP Capital Sul_17
558,Ana Luiza,Nogueira,539.210.748-60,ativo,gerente,25/06/2016,,SP Capital Sul_18
812,Benjamin,Carvalho,708.315.492-97,ativo,vendedor,16/11/2024,,SP Capital Sul_18
239,Bruna,Melo,735.816.924-73,ativo,vendedor,20/09/2022,,SP Capital Sul_18
554,Caleb,Cavalcanti,125.346.089-24,ativo,vendedor,30/05/2000,,SP Capital Sul_18
578,Lucas,da Cruz,249.861.730-22,não ativo,vendedor,25/07/2004,12/01/2024,SP Capital Sul_19
460,Bryan,Alves,674.293.518-91,não ativo,vendedor,09/04/2003,06/08/2017,SP Capital Sul_19
958,Marcos Vinicius,Nunes,269.183.574-09,ativo,vendedor,08/05/2007,,SP Capital Sul_19
790,Ísis,da Costa,279.684.013-13,ativo,gerente,04/08/2022,,SP Capital Sul_19
190,João,Pinto,902.148.573-79,ativo,vendedor,04/01/2010,,SP Capital Sul_19
491,Nicole,Câmara,796.541.032-06,ativo,vendedor,01/05/2018,,SP Capital Sul_19
409,Mariane,Pacheco,459.328.706-56,ativo,vendedor,07/12/2013,,SP Capital Sul_20
940,Valentina,da Mota,951.284.037-50,ativo,vendedor,28/08/2022,,SP Capital Sul_20
232,Cecília,Cassiano,370.259.468-00,ativo,gerente,15/08/2024,,SP Capital Sul_20
114,Isaac,Pires,869.543.017-01,ativo,vendedor,13/07/2009,,SP Capital Sul_20
96,Davi Lucas,Cavalcante,872.439.160-31,ativo,vendedor,08/09/2020,,SP Capital Sul_23
521,Maria Fernanda,da Luz,189.420.735-14,ativo,vendedor,16/03/2011,,SP Capital Sul_23
228,José,Albuquerque,832.746.190-78,ativo,vendedor,21/11/2003,,SP Capital Sul_23
740,Léo,Farias,304.591.762-34,ativo,gerente,03/12/2024,,SP Capital Sul_23
17,Rodrigo,Rodrigues,236.571.984-82,não ativo,vendedor,14/12/2011,19/08/2024,SP Capital Sul_29
398,Gustavo,Alves,149.867.032-69,ativo,vendedor,11/03/2000,,SP Capital Sul_29
186,Pedro Lucas,Farias,021.569.387-68,ativo,vendedor,01/08/2001,,SP Capital Sul_29
1,Fernanda,Santos,839.740.615-84,ativo,gerente,05/07/2023,,SP Capital Sul_29
374,Fernando,Nunes,795.618.243-37,ativo,vendedor,14/04/2009,,SP Capital Sul_29
559,Otávio,Silva,825.790.413-97,ativo,gerente,28/07/2001,,SP Capital Sul_3
1000,Ravi Lucca,Barbosa,498.750.631-93,ativo,vendedor,16/07/2020,,SP Capital Sul_3
745,Miguel,Vargas,645.392.180-42,ativo,vendedor,01/05/2007,,SP Capital Sul_3
359,Pedro,Pires,248.507.396-10,ativo,vendedor,15/04/2004,,SP Capital Sul_3
59,Marcelo,da Mota,305.297.614-16,não ativo,vendedor,15/08/2015,08/04/2021,SP Capital Sul_30
445,Bruno,Garcia,508.673.192-59,ativo,vendedor,30/10/2001,,SP Capital Sul_30
711,Rebeca,Barros,789.236.415-37,ativo,gerente,22/06/2009,,SP Capital Sul_30
325,Ísis,Albuquerque,204.735.619-99,ativo,vendedor,23/11/2001,,SP Capital Sul_30
420,Augusto,Machado,034.859.721-50,ativo,vendedor,03/07/2003,,SP Capital Sul_30
418,Rafaela,Duarte,698.530.712-40,ativo,vendedor,01/07/2017,,SP Capital Sul_31
99,Aylla,Cirino,582.013.976-30,ativo,vendedor,26/09/2006,,SP Capital Sul_31
682,Esther,Pinto,651.493.820-51,ativo,vendedor,07/05/2009,,SP Capital Sul_31
880,Murilo,Farias,637.504.219-43,ativo,gerente,14/04/2001,,SP Capital Sul_31
675,Samuel,Rodrigues,148.956.237-00,não ativo,vendedor,30/10/2014,03/11/2016,SP Capital Sul_37
334,Nathan,Fonseca,578.923.146-28,não ativo,vendedor,24/07/2008,17/04/2023,SP Capital Sul_37
551,Thomas,Barros,086.521.973-77,ativo,vendedor,20/11/2020,,SP Capital Sul_37
678,Erick,Aparecida,386.109.452-51,ativo,vendedor,01/02/2023,,SP Capital Sul_37
435,Apollo,Silva,901.536.487-75,ativo,vendedor,28/02/2006,,SP Capital Sul_37
12,Ana,Aparecida,207.691.853-12,ativo,gerente,25/12/2004,,SP Capital Sul_37
226,Luan,Aparecida,180.236.459-51,ativo,vendedor,01/08/2018,,SP Capital Sul_46
758,Bento,Pimenta,245.076.389-92,ativo,vendedor,08/11/2016,,SP Capital Sul_46
596,Liam,Cunha,608.719.352-95,ativo,vendedor,15/08/2018,,SP Capital Sul_46
211,João Miguel,Fernandes,134.097.285-97,ativo,gerente,07/05/2022,,SP Capital Sul_46
980,Cauã,Nunes,198.507.426-58,ativo,vendedor,28/01/2015,,SP Capital Sul_47
458,Nina,Moraes,429.736.108-69,ativo,vendedor,27/08/2001,,SP Capital Sul_47
105,Thales,da Mata,978.012.456-01,ativo,vendedor,07/05/2018,,SP Capital Sul_47
562,João Guilherme,Mendes,486.920.573-47,não ativo,vendedor,19/08/2003,21/08/2012,SP Capital Sul_47
403,Alexia,Pacheco,271.680.593-86,ativo,gerente,11/02/2022,,SP Capital Sul_47
218,Ana Lívia,Barros,740.896.125-94,ativo,vendedor,31/07/2015,,SP Capital Sul_5
655,Luiz Gustavo,Fonseca,064.857.293-56,ativo,gerente,02/03/2001,,SP Capital Sul_5
612,Thomas,Campos,743.925.168-73,ativo,vendedor,21/01/2006,,SP Capital Sul_5
395,Arthur Miguel,Souza,856.937.140-39,ativo,vendedor,06/07/2024,,SP Capital Sul_5
370,Luiz Miguel,Viana,496.302.185-42,não ativo,vendedor,23/06/2001,02/08/2021,SP Capital Sul_5
198,José,Pastor,386.952.140-60,ativo,vendedor,01/04/2019,,SP Capital Sul_51
501,Nicole,Novais,691.270.843-96,ativo,vendedor,09/05/2021,,SP Capital Sul_51
150,Maitê,Oliveira,135.790.824-50,ativo,gerente,18/03/2008,,SP Capital Sul_51
620,Henry,Câmara,564.927.380-47,ativo,vendedor,02/06/2010,,SP Capital Sul_51
365,Laís,Pacheco,956.083.174-75,ativo,gerente,13/02/2015,,SP Capital Sul_56
797,Danilo,Cavalcanti,327.918.506-86,ativo,vendedor,08/09/2017,,SP Capital Sul_56
265,Dante,Freitas,069.584.213-70,ativo,vendedor,26/06/2006,,SP Capital Sul_56
585,Vinicius,Araújo,035.164.728-71,ativo,vendedor,21/09/2022,,SP Capital Sul_56
571,Apollo,Nunes,758.029.641-11,ativo,vendedor,22/09/2017,,SP Capital Sul_57
512,Olívia,da Rosa,296.534.178-19,ativo,vendedor,08/12/2014,,SP Capital Sul_57
271,Vitória,Sales,659.102.438-70,ativo,vendedor,16/11/2018,,SP Capital Sul_57
77,José Miguel,Gonçalves,573.096.248-74,ativo,gerente,05/02/2013,,SP Capital Sul_57
641,Vitória,Dias,651.402.873-07,não ativo,vendedor,05/06/2014,23/04/2015,SP Capital Sul_59
176,Bento,Vieira,908.372.645-29,ativo,gerente,31/03/2014,,SP Capital Sul_59
743,Anthony Gabriel,Moraes,560.372.419-61,ativo,vendedor,07/03/2024,,SP Capital Sul_59
877,Maria Isis,da Rocha,170.852.396-03,ativo,vendedor,16/05/2013,,SP Capital Sul_59
285,Gael Henrique,das Neves,512.639.048-15,ativo,vendedor,03/01/2021,,SP Capital Sul_59
637,Luan,Lopes,486.927.305-56,ativo,vendedor,10/11/2009,,SP Capital Sul_6
22,Marina,Marques,819.540.267-49,ativo,vendedor,29/04/2023,,SP Capital Sul_6
597,Elisa,Alves,269.148.537-46,ativo,vendedor,06/08/2013,,SP Capital Sul_6
344,Caleb,Pastor,873.146.520-07,ativo,gerente,27/06/2014,,SP Capital Sul_6
323,Sophie,Ramos,860.127.534-62,ativo,gerente,21/11/2021,,SP Capital Sul_60
214,Ana Laura,Gonçalves,318.524.907-05,ativo,vendedor,30/07/2002,,SP Capital Sul_60
194,Eduardo,da Rocha,903.651.827-02,ativo,vendedor,03/06/2012,,SP Capital Sul_60
496,Caleb,Mendes,896.427.531-46,ativo,vendedor,30/01/2008,,SP Capital Sul_60
267,Breno,Porto,649.350.271-34,ativo,vendedor,11/10/2010,,SP Capital Sul_64
720,Maria,Cassiano,021.674.589-67,ativo,vendedor,10/05/2001,,SP Capital Sul_64
828,Levi,Câmara,560.138.947-01,ativo,vendedor,18/07/2012,,SP Capital Sul_64
305,Alexandre,das Neves,049.251.876-94,ativo,gerente,27/05/2005,,SP Capital Sul_64
16,Oliver,Silveira,873.145.092-04,ativo,gerente,17/05/2002,,SP Capital Sul_67
158,Maria,Monteiro,495.263.817-00,ativo,vendedor,23/08/2020,,SP Capital Sul_67
251,José Miguel,da Mata,684.192.507-67,ativo,vendedor,06/12/2003,,SP Capital Sul_67
270,Amanda,Sales,264.730.851-90,ativo,vendedor,31/05/2020,,SP Capital Sul_67
153,Ana Clara,Andrade,941.328.756-28,ativo,vendedor,07/11/2002,,SP Capital Sul_74
561,Sophia,Jesus,749.526.180-30,ativo,vendedor,08/08/2006,,SP Capital Sul_74
410,Ágatha,Lima,856.341.297-37,ativo,gerente,05/11/2013,,SP Capital Sul_74
162,Emilly,Pinto,960.241.835-42,ativo,vendedor,19/01/2000,,SP Capital Sul_74
817,Nicole,Fogaça,945.172.083-97,ativo,gerente,23/05/2024,,SP Capital Sul_79
888,Gabrielly,Vargas,269.783.150-95,ativo,vendedor,11/03/2011,,SP Capital Sul_79
163,Vicente,Almeida,490.513.628-89,ativo,vendedor,23/10/2024,,SP Capital Sul_79
74,Isaque,Correia,095.463.182-05,ativo,vendedor,26/02/2022,,SP Capital Sul_79
876,Kevin,Almeida,190.453.628-05,não ativo,vendedor,22/04/2004,27/01/2015,SP Capital Sul_79
811,Brayan,Sousa,597.012.368-40,ativo,vendedor,15/10/2001,,SP Capital Sul_80
941,Breno,Caldeira,960.345.728-00,ativo,vendedor,12/01/2021,,SP Capital Sul_80
671,Bryan,Oliveira,651.829.734-46,ativo,gerente,03/11/2015,,SP Capital Sul_80
520,Bruno,Novais,906.834.725-00,ativo,vendedor,12/04/2018,,SP Capital Sul_80
933,Gael Henrique,Sampaio,359.168.420-15,ativo,vendedor,18/11/2019,,SP Capital Sul_84
652,Caleb,Cirino,276.135.809-03,ativo,vendedor,18/04/2004,,SP Capital Sul_84
2,Matteo,da Paz,851.273.609-77,ativo,vendedor,03/02/2010,,SP Capital Sul_84
136,Bryan,Guerra,703.968.154-48,ativo,gerente,04/10/2016,,SP Capital Sul_84
648,Maria Clara,Fernandes,427.659.380-83,ativo,vendedor,30/10/2007,,SP Capital Sul_87
9,Maya,Almeida,327.508.194-23,ativo,vendedor,12/09/2000,,SP Capital Sul_87
767,Bernardo,Fonseca,798.426.135-00,ativo,gerente,25/11/2014,,SP Capital Sul_87
768,Leonardo,Cirino,839.742.516-00,ativo,vendedor,04/10/2014,,SP Capital Sul_87
771,Davi,Silva,497.385.201-50,ativo,vendedor,01/10/2009,,SP Capital Sul_9
427,Bianca,Macedo,132.548.069-05,não ativo,vendedor,01/09/2011,01/10/2016,SP Capital Sul_9
483,Luiza,Peixoto,046.795.281-76,ativo,gerente,16/09/2018,,SP Capital Sul_9
457,Bruna,Siqueira,135.802.476-62,ativo,vendedor,10/11/2008,,SP Capital Sul_9
902,Heloisa,Porto,714.029.563-80,ativo,vendedor,28/04/2008,,SP Capital Sul_9
742,Maria Cecília,da Costa,841.953.207-04,ativo,gerente,11/04/2024,,SP Capital Sul_90
490,Sarah,Guerra,694.015.832-42,ativo,vendedor,07/06/2021,,SP Capital Sul_90
890,Heitor,Araújo,065.974.138-57,ativo,vendedor,23/08/2000,,SP Capital Sul_90
894,Isabel,Gonçalves,857.601.924-85,ativo,vendedor,15/05/2022,,SP Capital Sul_90
476,Isaac,Moreira,203.648.975-38,ativo,vendedor,11/04/2016,,SP Capital Sul_93
449,Marcela,da Costa,034.792.685-10,ativo,vendedor,25/04/2024,,SP Capital Sul_93
389,Esther,Mendonça,940.236.578-83,ativo,vendedor,10/05/2014,,SP Capital Sul_93
770,Arthur Miguel,da Rosa,829.514.630-06,ativo,gerente,03/11/2012,,SP Capital Sul_93
394,Yan,Pires,506.391.478-01,ativo,vendedor,24/08/2012,,SP Capital Sul_97
547,Benjamin,Mendonça,572.340.196-34,ativo,vendedor,15/10/2004,,SP Capital Sul_97
433,Gustavo Henrique,da Cruz,302.145.796-70,ativo,vendedor,16/07/2012,,SP Capital Sul_97
66,Heloisa,Cunha,379.248.601-69,ativo,gerente,22/08/2015,,SP Capital Sul_97
183,Thales,Sousa,850.761.934-75,ativo,vendedor,01/06/2015,,SP Interior_100
393,Breno,Duarte,372.064.518-53,ativo,vendedor,13/12/2022,,SP Interior_100
147,Ana Luiza,Andrade,748.639.120-13,ativo,gerente,10/08/2005,,SP Interior_100
76,Otávio,Fernandes,915.263.807-30,ativo,vendedor,10/09/2024,,SP Interior_100
230,Vinícius,Guerra,490.573.281-60,ativo,gerente,09/08/2001,,SP Interior_11
61,Cauê,Freitas,140.856.329-06,ativo,vendedor,29/09/2024,,SP Interior_11
611,Thiago,Lima,980.347.516-93,ativo,vendedor,08/01/2002,,SP Interior_11
341,Alice,Albuquerque,695.324.071-70,ativo,vendedor,26/05/2005,,SP Interior_11
465,Maria Sophia,Silveira,172.498.306-78,ativo,vendedor,25/05/2022,,SP Interior_13
82,Elisa,Fonseca,473.562.089-38,ativo,gerente,19/02/2000,,SP Interior_13
455,Calebe,Viana,932.846.570-29,ativo,vendedor,12/06/2005,,SP Interior_13
646,Yasmin,Melo,182.053.697-12,ativo,vendedor,15/03/2017,,SP Interior_13
835,Mariane,Almeida,261.789.304-96,não ativo,vendedor,27/10/2006,09/10/2023,SP Interior_13
3,Elisa,Albuquerque,928.350.761-40,não ativo,vendedor,02/09/2013,30/08/2020,SP Interior_14
340,Aurora,Vieira,178.546.920-76,ativo,vendedor,06/11/2012,,SP Interior_14
749,Anna Liz,da Rocha,953.764.028-00,ativo,vendedor,18/07/2020,,SP Interior_14
177,Yago,Aragão,615.837.420-26,ativo,vendedor,02/09/2001,,SP Interior_14
281,Isaque,da Paz,349.028.715-05,ativo,gerente,30/10/2008,,SP Interior_14
41,Joaquim,Fogaça,925.748.603-65,ativo,vendedor,28/09/2020,,SP Interior_16
504,Ana Liz,Melo,657.132.890-95,não ativo,vendedor,28/06/2002,20/02/2005,SP Interior_16
406,João Guilherme,Almeida,376.450.129-43,ativo,vendedor,21/06/2000,,SP Interior_16
468,Yago,Lopes,203.874.196-40,ativo,vendedor,12/12/2003,,SP Interior_16
639,Bruna,Gonçalves,749.320.516-70,ativo,gerente,02/05/2013,,SP Interior_16
80,Francisco,Pereira,416.852.079-01,ativo,gerente,07/01/2017,,SP Interior_17
454,Luiz Gustavo,Cardoso,265.391.780-77,ativo,vendedor,07/08/2002,,SP Interior_17
976,João Gabriel,da Paz,694.132.807-03,ativo,vendedor,19/10/2019,,SP Interior_17
853,Vitor Hugo,Costela,690.815.324-05,ativo,vendedor,14/07/2021,,SP Interior_17
658,Ana Júlia,Cassiano,641.853.207-44,ativo,vendedor,30/08/2023,,SP Interior_20
397,Marina,Pereira,019.834.725-14,não ativo,vendedor,25/02/2022,02/12/2023,SP Interior_20
914,Valentina,Viana,643.270.158-90,ativo,vendedor,09/01/2003,,SP Interior_20
633,Enzo,Sousa,872.943.516-19,ativo,gerente,13/11/2005,,SP Interior_20
735,Henry Gabriel,Duarte,176.283.054-07,ativo,vendedor,02/03/2017,,SP Interior_20
867,Francisco,Costa,193.704.628-13,ativo,gerente,02/05/2017,,SP Interior_21
704,Sophia,Siqueira,153.980.746-01,ativo,vendedor,03/08/2013,,SP Interior_21
947,Maria Júlia,da Cunha,432.586.079-74,ativo,vendedor,03/11/2020,,SP Interior_21
893,Antônio,Martins,370.465.892-83,ativo,vendedor,15/07/2019,,SP Interior_21
151,Gabriela,Nunes,015.738.924-32,ativo,vendedor,09/12/2024,,SP Interior_23
650,Eduarda,Sales,782.943.056-00,não ativo,vendedor,08/11/2014,22/02/2023,SP Interior_23
439,Davi Luiz,Melo,675.904.123-25,ativo,gerente,02/03/2005,,SP Interior_23
663,Lorenzo,Costela,976.480.123-40,ativo,vendedor,04/06/2005,,SP Interior_23
120,Zoe,Garcia,602.485.931-70,não ativo,vendedor,13/11/2007,26/01/2024,SP Interior_23
378,Joana,Pacheco,021.748.369-04,ativo,vendedor,20/01/2005,,SP Interior_23
350,João Guilherme,Costa,079.316.284-03,ativo,vendedor,16/06/2016,,SP Interior_30
94,Mirella,Garcia,283.164.709-69,ativo,gerente,26/11/2003,,SP Interior_30
288,Sara,Santos,480.127.369-69,ativo,vendedor,11/09/2005,,SP Interior_30
516,Miguel,Leão,931.506.874-20,ativo,vendedor,16/10/2011,,SP Interior_30
287,Benicio,Camargo,901.327.546-06,ativo,vendedor,04/10/2015,,SP Interior_32
411,Heitor,Cunha,036.914.278-04,ativo,vendedor,24/03/2006,,SP Interior_32
253,Julia,Cirino,736.201.948-31,ativo,gerente,13/07/2022,,SP Interior_32
473,Antônio,Araújo,201.584.763-44,ativo,vendedor,05/03/2005,,SP Interior_32
333,Breno,Barbosa,153.069.247-43,ativo,gerente,14/01/2010,,SP Interior_33
886,Clara,Duarte,150.846.973-39,ativo,vendedor,06/05/2020,,SP Interior_33
329,Mariane,Souza,796.103.528-12,ativo,vendedor,15/12/2019,,SP Interior_33
757,Carolina,Lopes,216.459.370-70,ativo,vendedor,28/05/2017,,SP Interior_33
481,Maria Cecília,das Neves,156.904.873-84,ativo,vendedor,24/01/2009,,SP Interior_36
103,Mariah,Silveira,375.028.491-14,ativo,gerente,14/07/2019,,SP Interior_36
922,Dante,da Mota,592.843.607-65,ativo,vendedor,19/03/2013,,SP Interior_36
353,Heloisa,Pinto,462.139.875-09,ativo,vendedor,01/12/2024,,SP Interior_36
224,Nina,Lima,289.075.631-95,ativo,vendedor,29/10/2011,,SP Interior_39
631,Luigi,Pacheco,847.569.210-94,ativo,gerente,22/09/2005,,SP Interior_39
592,Maria,da Luz,271.358.690-95,ativo,vendedor,31/03/2013,,SP Interior_39
584,Ana,da Mata,402.789.135-04,ativo,vendedor,13/06/2003,,SP Interior_39
954,Benício,Pinto,658.309.217-40,ativo,vendedor,03/01/2015,,SP Interior_42
524,Pedro Miguel,Freitas,049.231.578-79,ativo,vendedor,16/04/2001,,SP Interior_42
549,Leonardo,Costa,549.610.723-70,ativo,gerente,17/05/2021,,SP Interior_42
381,Juliana,Peixoto,912.408.637-13,ativo,vendedor,11/11/2002,,SP Interior_42
448,João Guilherme,Freitas,638.451.072-35,ativo,gerente,26/06/2002,,SP Interior_43
762,Emanuel,Araújo,651.329.874-19,ativo,vendedor,27/04/2022,,SP Interior_43
619,Marcos Vinicius,Fonseca,927.386.514-37,ativo,vendedor,29/01/2008,,SP Interior_43
506,Clarice,da Rosa,981.547.032-97,ativo,vendedor,15/04/2024,,SP Interior_43
57,Cauê,Novais,632.057.814-90,ativo,gerente,26/05/2022,,SP Interior_44
717,Emanuella,Jesus,586.243.107-17,ativo,vendedor,28/08/2012,,SP Interior_44
943,Renan,Moreira,039.417.256-61,ativo,vendedor,19/08/2017,,SP Interior_44
127,Clara,Porto,615.908.274-49,ativo,vendedor,29/04/2017,,SP Interior_44
854,Lorenzo,Martins,136.582.074-26,ativo,vendedor,20/05/2016,,SP Interior_61
548,Alícia,Barbosa,713.459.862-46,ativo,gerente,19/10/2018,,SP Interior_61
679,Ana Laura,Albuquerque,873.541.629-73,não ativo,vendedor,12/10/2021,17/05/2023,SP Interior_61
254,José Miguel,Silveira,205.483.967-10,ativo,vendedor,25/09/2014,,SP Interior_61
134,Helena,Cavalcanti,840.297.561-58,ativo,vendedor,01/04/2017,,SP Interior_61
885,Júlia,Sousa,720.198.346-69,ativo,vendedor,03/09/2006,,SP Interior_64
441,Stella,Siqueira,491.536.827-00,ativo,vendedor,02/08/2011,,SP Interior_64
343,José,Barbosa,419.670.325-99,ativo,vendedor,01/04/2002,,SP Interior_64
741,Ana Lívia,Sousa,807.594.623-56,não ativo,vendedor,09/12/2004,11/03/2015,SP Interior_64
296,Nina,Pastor,857.410.396-93,ativo,gerente,27/09/2007,,SP Interior_64
659,Maria Helena,Albuquerque,197.538.426-19,ativo,gerente,28/04/2008,,SP Interior_65
999,Allana,Sampaio,273.158.064-07,ativo,vendedor,06/03/2020,,SP Interior_65
727,Francisco,Barros,203.864.579-56,ativo,vendedor,13/03/2012,,SP Interior_65
654,Luna,Pacheco,529.637.814-82,ativo,vendedor,04/01/2022,,SP Interior_65
777,Otávio,Leão,408.217.593-88,ativo,gerente,27/02/2004,,SP Interior_70
382,Valentina,Machado,469.703.125-34,ativo,vendedor,08/08/2007,,SP Interior_70
668,Felipe,Melo,546.392.108-33,ativo,vendedor,02/08/2024,,SP Interior_70
466,Esther,Pimenta,145.230.786-53,ativo,vendedor,07/08/2014,,SP Interior_70
322,Calebe,Martins,739.406.512-06,ativo,vendedor,24/02/2002,,SP Interior_72
52,Aylla,da Cunha,017.435.692-70,ativo,vendedor,24/02/2003,,SP Interior_72
238,Mathias,Araújo,046.932.857-65,ativo,vendedor,12/06/2013,,SP Interior_72
464,Valentina,Barbosa,084.637.529-00,ativo,gerente,19/09/2002,,SP Interior_72
629,Calebe,Andrade,428.176.539-55,ativo,gerente,14/08/2017,,SP Interior_75
829,Alana,da Mata,540.627.398-10,ativo,vendedor,29/01/2005,,SP Interior_75
400,Eduarda,Guerra,065.412.398-51,ativo,vendedor,20/05/2008,,SP Interior_75
248,Pedro Lucas,Rezende,106.957.832-03,ativo,vendedor,28/11/2007,,SP Interior_75
538,Eloah,Fonseca,607.314.582-90,não ativo,vendedor,26/07/2008,17/10/2017,SP Interior_76
54,Laura,Oliveira,013.942.758-97,ativo,vendedor,02/12/2016,,SP Interior_76
601,Ana Julia,da Conceição,543.762.198-19,ativo,vendedor,23/01/2004,,SP Interior_76
244,André,Brito,596.042.317-07,ativo,vendedor,17/07/2018,,SP Interior_76
991,Yuri,Leão,137.925.604-61,ativo,gerente,09/12/2011,,SP Interior_76
879,Maria Sophia,Cavalcanti,169.803.427-03,ativo,vendedor,14/11/2001,,SP Interior_8
851,Antonella,Casa Grande,985.427.013-05,ativo,vendedor,24/05/2020,,SP Interior_8
219,Maria Liz,Vargas,049.567.183-57,ativo,vendedor,01/10/2007,,SP Interior_8
972,Ana Cecília,Montenegro,406.783.951-01,ativo,gerente,05/07/2021,,SP Interior_8
459,Clarice,Aragão,572.143.698-00,não ativo,vendedor,27/06/2015,12/07/2017,SP Interior_82
997,Asafe,Sales,458.673.092-74,ativo,vendedor,18/09/2005,,SP Interior_82
948,Valentina,Lopes,603.985.147-39,ativo,vendedor,11/07/2018,,SP Interior_82
345,Isabel,Mendes,816.957.432-37,ativo,vendedor,01/09/2016,,SP Interior_82
960,Ana Luiza,Aragão,956.832.047-47,ativo,gerente,28/04/2010,,SP Interior_82
34,Maria Helena,das Neves,425.671.039-61,ativo,vendedor,17/03/2012,,SP Interior_83
542,João Felipe,Andrade,702.143.986-50,ativo,vendedor,11/05/2015,,SP Interior_83
739,Vinícius,da Paz,028.615.394-70,ativo,gerente,23/03/2006,,SP Interior_83
277,Isaac,Aparecida,528.670.314-35,ativo,vendedor,05/11/2015,,SP Interior_83
962,Heloisa,Santos,526.837.491-55,não ativo,vendedor,07/12/2017,02/09/2019,SP Interior_84
544,Lorena,Lopes,864.129.035-42,ativo,vendedor,24/12/2000,,SP Interior_84
913,Hellena,Guerra,593.016.782-68,ativo,gerente,16/02/2021,,SP Interior_84
604,Breno,da Cruz,163.428.905-60,ativo,vendedor,24/06/2010,,SP Interior_84
786,Anthony,Teixeira,712.495.083-04,ativo,vendedor,26/04/2021,,SP Interior_84
39,Nicole,da Conceição,126.758.940-01,ativo,vendedor,27/05/2024,,SP Interior_87
895,Joaquim,Ramos,139.062.874-40,ativo,gerente,04/07/2015,,SP Interior_87
617,Gael,Macedo,285.731.964-91,ativo,vendedor,13/08/2017,,SP Interior_87
419,Erick,Nascimento,735.816.920-40,ativo,vendedor,26/02/2013,,SP Interior_87
